Order Id,order date (DateOrders),Order Customer Id,Order Region,Order Country,Order State,Order Status,Order City,Order Zipcode,Shipping Mode,Days for shipment (scheduled),Benefit per order,Sales per customer,Order Profit Per Order,Order Item Id,Order Item Cardprod Id,Order Item Quantity,Order Item Product Price,Order Item Discount,Order Item Discount Rate,Order Item Profit Ratio,Sales,Order Item Total,Product Card Id,Product Category Id,Category Name,Product Name,Product Price,Product Status,Late_delivery_risk
67668,9/14/2017 18:45,8375,Southern Europe,España,Cataluña,CLOSED,Barcelona,,Standard Class,4,71.25,148.4400024,71.25,169183,1014,3,49.97999954,1.5,0.01,0.479999989,149.9400024,148.4400024,1014,46,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,49.97999954,0,0
12324,6/29/2015 21:17,1013,Western Europe,Alemania,Bavaria,COMPLETE,Augsburg,,Standard Class,4,85.51999664,181.9499969,85.51999664,30796,627,5,39.99000168,18.0,0.090000004,0.469999999,199.9499969,181.9499969,627,29,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,1
36039,6/10/2016 1:43,3602,West of USA ,Estados Unidos,Washington,CLOSED,Seattle,98115.0,Standard Class,4,56.0,200.0,56.0,89973,502,4,50.0,0.0,0.0,0.280000001,200.0,200.0,502,24,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,1
32791,4/23/2016 15:47,3451,South of  USA ,Estados Unidos,Georgia,COMPLETE,Columbus,31907.0,First Class,1,40.45999908,169.9900055,40.45999908,82029,1073,1,199.9900055,30.0,0.150000006,0.239999995,199.9900055,169.9900055,1073,48,Water Sports,Pelican Sunstream 100 Kayak,199.9900055,0,1
35847,6/7/2016 6:27,7467,East of USA,Estados Unidos,Connecticut,PENDING_PAYMENT,Manchester,6040.0,Standard Class,4,61.34000015,130.5,61.34000015,89516,502,3,50.0,19.5,0.129999995,0.469999999,150.0,130.5,502,24,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,0
11084,6/11/2015 18:52,10701,Western Europe,Bélgica,Amberes,COMPLETE,Amberes,,Same Day,0,29.82999992,110.4899979,29.82999992,27737,403,1,129.9900055,19.5,0.150000006,0.270000011,129.9900055,110.4899979,403,18,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,1
69229,10/7/2017 13:39,12782,Western Europe,Francia,Isla de Francia,COMPLETE,Eragny,,Standard Class,4,22.69000053,47.25999832,22.69000053,172544,1347,1,59.08000183,11.8199997,0.200000003,0.479999989,59.08000183,47.25999832,1347,60,Baby ,Baby sweater,59.08000183,0,1
10389,6/1/2015 15:22,865,Northern Europe,Reino Unido,Inglaterra,PROCESSING,Rugby,,Standard Class,4,34.58000183,123.4899979,34.58000183,26020,403,1,129.9900055,6.5,0.050000001,0.280000001,129.9900055,123.4899979,403,18,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,1
18533,9/28/2015 12:35,10417,Northern Europe,Suecia,Estocolmo,PENDING_PAYMENT,Estocolmo,,Same Day,0,-3.170000076,109.1900024,-3.170000076,46326,403,1,129.9900055,20.79999924,0.159999996,-0.029999999,129.9900055,109.1900024,403,18,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,1
11453,6/17/2015 4:08,5852,Southern Europe,Italia,Trentino-Alto Adigio,PENDING_PAYMENT,Bolzano,,Standard Class,4,11.88000011,44.0,11.88000011,28653,502,1,50.0,6.0,0.119999997,0.270000011,50.0,44.0,502,24,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,0
57909,4/25/2017 7:45,5362,Central America,Nicaragua,Masaya,COMPLETE,Masaya,,Second Class,2,27.0,59.99000168,27.0,144890,365,1,59.99000168,0.0,0.0,0.449999988,59.99000168,59.99000168,365,17,Cleats,Perfect Fitness Perfect Rip Deck,59.99000168,0,1
25501,1/8/2016 5:47,514,Southeast Asia,Singapur,Singapur,COMPLETE,Singapur,,Standard Class,4,67.5,179.9900055,67.5,63893,1073,1,199.9900055,20.0,0.100000001,0.379999995,199.9900055,179.9900055,1073,48,Water Sports,Pelican Sunstream 100 Kayak,199.9900055,0,0
37618,7/3/2016 2:54,9102,East of USA,Estados Unidos,Nueva York,PENDING_PAYMENT,Mount Vernon,10550.0,Standard Class,4,-171.4799957,97.98999786,-171.4799957,93883,191,1,99.98999786,2.0,0.02,-1.75,99.98999786,97.98999786,191,9,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,0
9872,5/25/2015 2:15,8948,Caribbean,República Dominicana,Santo Domingo,COMPLETE,Santo Domingo,,Standard Class,4,28.38999939,109.1900024,28.38999939,24649,403,1,129.9900055,20.79999924,0.159999996,0.25999999,129.9900055,109.1900024,403,18,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,0
72264,11/20/2017 20:56,15817,South Asia,India,Bengala Occidental,PENDING,Kulti,,Standard Class,4,90.26000214,257.8800049,90.26000214,175579,1356,1,293.0400085,35.15999985,0.119999997,0.349999994,293.0400085,257.8800049,1356,69,Health and Beauty,First aid kit,293.0400085,0,1
44519,10/11/2016 20:38,11330,Southern Africa,SudAfrica,Gauteng,COMPLETE,Pretoria,,Second Class,2,72.76999664,232.5,72.76999664,111154,502,5,50.0,17.5,0.07,0.310000002,250.0,232.5,502,24,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,1
18259,9/24/2015 12:35,9590,Western Europe,Francia,Isla de Francia,PENDING_PAYMENT,Le Plessis-Robinson,,Standard Class,4,-673.1699829,395.980011,-673.1699829,45633,1004,1,399.980011,4.0,0.01,-1.700000048,399.980011,395.980011,1004,45,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,1
46313,11/7/2016 1:09,198,North Africa,Argelia,Sidi Bel Abbes,PENDING_PAYMENT,Sidi Bel Abbes,,Standard Class,4,19.12999916,65.97000122,19.12999916,115769,93,3,24.98999977,9.0,0.119999997,0.289999992,74.97000122,65.97000122,93,5,Lacrosse,Under Armour Men's Tech II T-Shirt,24.98999977,0,0
9337,5/17/2015 6:49,1022,Central America,Panamá,Panamá,PENDING_PAYMENT,Panama City,,Second Class,2,16.89999962,192.0,16.89999962,23301,502,4,50.0,8.0,0.039999999,0.090000004,200.0,192.0,502,24,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,1
16480,8/29/2015 13:19,5127,Western Europe,Francia,Aquitania-Lemosín-Poitou-Charentes,CLOSED,Talence,,Standard Class,4,11.88000011,134.9499969,11.88000011,41169,1014,3,49.97999954,14.98999977,0.100000001,0.090000004,149.9400024,134.9499969,1014,46,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,49.97999954,0,1
40945,8/20/2016 16:30,7329,US Center ,Estados Unidos,Minnesota,ON_HOLD,Coon Rapids,55433.0,Standard Class,4,-5.920000076,203.9700012,-5.920000076,102194,365,4,59.99000168,35.99000168,0.150000006,-0.029999999,239.9600067,203.9700012,365,17,Cleats,Perfect Fitness Perfect Rip Deck,59.99000168,0,1
67031,9/5/2017 11:35,2636,Western Europe,Francia,Provenza-Alpes-Costa Azul,PENDING,Nice,,Standard Class,4,62.75999832,136.4499969,62.75999832,167565,1014,3,49.97999954,13.48999977,0.090000004,0.460000008,149.9400024,136.4499969,1014,46,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,49.97999954,0,0
43431,9/25/2016 23:27,9808,Canada,Canada,Ontario,COMPLETE,Markham,,Second Class,2,14.61999989,33.99000168,14.61999989,108482,627,1,39.99000168,6.0,0.150000006,0.430000007,39.99000168,33.99000168,627,29,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,0
54508,3/6/2017 16:13,4190,Caribbean,Cuba,Santiago de Cuba,PROCESSING,Santiago de Cuba,,Standard Class,4,0.0,245.9799957,0.0,136324,957,1,299.980011,54.0,0.180000007,0.0,299.980011,245.9799957,957,43,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,0
54650,3/8/2017 17:58,1215,Caribbean,República Dominicana,Santo Domingo,PROCESSING,Santo Domingo,,Standard Class,4,45.36000061,168.0,45.36000061,136675,502,4,50.0,32.0,0.159999996,0.270000011,200.0,168.0,502,24,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,1
56130,3/30/2017 8:29,1764,Central America,México,Sinaloa,CLOSED,Guasave,,Standard Class,4,10.43999958,173.9600067,10.43999958,140380,627,5,39.99000168,25.98999977,0.129999995,0.059999999,199.9499969,173.9600067,627,29,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,1
18242,9/24/2015 6:38,2575,Northern Europe,Reino Unido,Inglaterra,COMPLETE,Walsall,,Second Class,2,29.73999977,114.3899994,29.73999977,45596,403,1,129.9900055,15.60000038,0.119999997,0.25999999,129.9900055,114.3899994,403,18,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,1
41610,8/30/2016 9:29,6969,West Asia,Turquía,Estambul,PENDING_PAYMENT,Estambul,,Standard Class,4,51.84000015,192.0,51.84000015,103866,502,4,50.0,8.0,0.039999999,0.270000011,200.0,192.0,502,24,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,1
37513,7/1/2016 14:07,8382,East of USA,Estados Unidos,Nueva York,PENDING,New York City,10035.0,Standard Class,4,-566.9699707,377.980011,-566.9699707,93632,1004,1,399.980011,22.0,0.059999999,-1.5,399.980011,377.980011,1004,45,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,0
54069,2/28/2017 6:25,4390,Central America,México,Veracruz,CLOSED,Orizaba,,Standard Class,4,8.18999958,129.9900055,8.18999958,135186,403,1,129.9900055,0.0,0.0,0.059999999,129.9900055,129.9900055,403,18,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,1
44654,10/13/2016 19:56,12079,West Asia,Irak,Basora,COMPLETE,Basra,,Standard Class,4,113.3899994,377.9599915,113.3899994,111497,191,4,99.98999786,22.0,0.059999999,0.300000012,399.9599915,377.9599915,191,9,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,1
32625,4/21/2016 5:38,928,West of USA ,Estados Unidos,California,CLOSED,San Francisco,94110.0,First Class,1,86.08999634,245.9799957,86.08999634,81612,957,1,299.980011,54.0,0.180000007,0.349999994,299.980011,245.9799957,957,43,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,1
1175,1/18/2015 3:18,1330,Central America,México,Nuevo León,COMPLETE,Monterrey,,Standard Class,4,133.2400055,283.480011,133.2400055,2925,957,1,299.980011,16.5,0.059999999,0.469999999,299.980011,283.480011,957,43,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,1
27819,2/11/2016 1:53,11318,South Asia,India,Delhi,PAYMENT_REVIEW,Delhi,,First Class,1,63.22000122,185.9499969,63.22000122,69642,627,5,39.99000168,14.0,0.07,0.340000004,199.9499969,185.9499969,627,29,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,1
61654,6/18/2017 23:47,1487,Northern Europe,Reino Unido,Inglaterra,PROCESSING,Newcastle upon Tyne,,Standard Class,4,51.84000015,144.0,51.84000015,154141,502,3,50.0,6.0,0.039999999,0.360000014,150.0,144.0,502,24,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,1
53909,2/25/2017 22:22,9349,South America,Brasil,Amazonas,PENDING_PAYMENT,Manaus,,Same Day,0,64.91999817,207.4199982,64.91999817,134789,1014,5,49.97999954,42.47999954,0.170000002,0.310000002,249.8999939,207.4199982,1014,46,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,49.97999954,0,1
66694,8/31/2017 13:31,4988,Western Europe,Alemania,Berlín,SUSPECTED_FRAUD,Berlín,,Second Class,2,13.72000027,39.18999863,13.72000027,166707,627,1,39.99000168,0.800000012,0.02,0.349999994,39.99000168,39.18999863,627,29,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,0
47679,11/26/2016 23:43,172,Eastern Europe,Rusia,Cheliábinsk,CANCELED,Cheliábinsk,,Standard Class,4,-34.72000122,160.0,-34.72000122,119223,502,4,50.0,40.0,0.200000003,-0.219999999,200.0,160.0,502,24,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,0
20644,10/29/2015 8:09,12235,South Asia,Pakistán,Punyab,PENDING,Multan,,Standard Class,4,115.1900024,383.980011,115.1900024,51578,1004,1,399.980011,16.0,0.039999999,0.300000012,399.980011,383.980011,1004,45,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,1
10173,5/29/2015 11:42,11902,South America,Brasil,Alagoas,PENDING_PAYMENT,São Miguel dos Campos,,Standard Class,4,124.7900009,319.980011,124.7900009,25427,1004,1,399.980011,80.0,0.200000003,0.389999986,399.980011,319.980011,1004,45,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,0
68222,9/22/2017 20:51,5347,Northern Europe,Suecia,Estocolmo,CLOSED,Nacka,,Standard Class,4,99.69000244,318.4899902,99.69000244,170561,1059,1,349.9899902,31.5,0.090000004,0.310000002,349.9899902,318.4899902,1059,48,Water Sports,Pelican Maverick 100X Kayak,349.9899902,0,0
9651,5/21/2015 20:49,9021,South America,Perú,Lima (ciudad),COMPLETE,Lima,,Standard Class,4,67.59999847,199.9900055,67.59999847,24098,1073,1,199.9900055,0.0,0.0,0.340000004,199.9900055,199.9900055,1073,48,Water Sports,Pelican Sunstream 100 Kayak,199.9900055,0,0
63301,7/13/2017 0:48,5238,Western Europe,Francia,Languedoc-Rosellón-Mediodía-Pirineos,COMPLETE,Castres,,Second Class,2,47.56000137,163.9900055,47.56000137,158268,1073,1,199.9900055,36.0,0.180000007,0.289999992,199.9900055,163.9900055,1073,48,Water Sports,Pelican Sunstream 100 Kayak,199.9900055,0,0
3337,2/18/2015 16:44,6660,South America,Perú,Moquegua,COMPLETE,Ilo,,Second Class,2,10.25,205.0,10.25,8280,502,5,50.0,45.0,0.180000007,0.050000001,250.0,205.0,502,24,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,1
37498,7/1/2016 8:52,1000,US Center ,Estados Unidos,Illinois,COMPLETE,Evanston,60201.0,Standard Class,4,55.79999924,185.9900055,55.79999924,93585,1073,1,199.9900055,14.0,0.07,0.300000012,199.9900055,185.9900055,1073,48,Water Sports,Pelican Sunstream 100 Kayak,199.9900055,0,0
45238,10/22/2016 8:32,8130,West Africa,Nigeria,Lagos,COMPLETE,Lagos,,Standard Class,4,33.13999939,127.4499969,33.13999939,113022,1014,3,49.97999954,22.48999977,0.150000006,0.25999999,149.9400024,127.4499969,1014,46,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,49.97999954,0,0
17982,9/20/2015 11:32,6893,Western Europe,Francia,Provenza-Alpes-Costa Azul,COMPLETE,Grasse,,First Class,1,-113.3799973,169.9900055,-113.3799973,44926,1073,1,199.9900055,30.0,0.150000006,-0.670000017,199.9900055,169.9900055,1073,48,Water Sports,Pelican Sunstream 100 Kayak,199.9900055,0,1
3247,2/17/2015 9:13,441,Caribbean,República Dominicana,La Romana,CLOSED,La Romana,,First Class,1,136.4900055,272.980011,136.4900055,8095,957,1,299.980011,27.0,0.090000004,0.5,299.980011,272.980011,957,43,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,1
33562,5/4/2016 21:54,1295,South of  USA ,Estados Unidos,Georgia,PENDING_PAYMENT,Atlanta,30318.0,Second Class,2,37.02999878,75.58000183,37.02999878,83782,627,2,39.99000168,4.400000095,0.059999999,0.49000001,79.98000336,75.58000183,627,29,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,1
56677,4/7/2017 8:07,5503,Caribbean,Cuba,Santiago de Cuba,PENDING,Contramaestre,,Second Class,2,21.59000015,134.9499969,21.59000015,141747,1014,3,49.97999954,14.98999977,0.100000001,0.159999996,149.9400024,134.9499969,1014,46,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,49.97999954,0,1
14257,7/28/2015 2:30,2567,Western Europe,Países Bajos,Holanda Septentrional,CLOSED,Haarlem,,Standard Class,4,15.84000015,179.9799957,15.84000015,35662,191,2,99.98999786,20.0,0.100000001,0.090000004,199.9799957,179.9799957,191,9,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,0
58712,5/7/2017 1:04,10955,Caribbean,República Dominicana,Santo Domingo,COMPLETE,Santo Domingo,,Second Class,2,50.40000153,167.9900055,50.40000153,146958,1073,1,199.9900055,32.0,0.159999996,0.300000012,199.9900055,167.9900055,1073,48,Water Sports,Pelican Sunstream 100 Kayak,199.9900055,0,1
40680,8/16/2016 19:39,9095,South of  USA ,Estados Unidos,Florida,PROCESSING,Tampa,33614.0,Standard Class,4,18.27000046,52.18999863,18.27000046,101495,365,1,59.99000168,7.800000191,0.129999995,0.349999994,59.99000168,52.18999863,365,17,Cleats,Perfect Fitness Perfect Rip Deck,59.99000168,0,1
26366,1/20/2016 20:50,7368,South Asia,India,Guyarat,COMPLETE,Surat,,First Class,1,57.20000076,139.5,57.20000076,65995,502,3,50.0,10.5,0.07,0.409999996,150.0,139.5,502,24,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,1
37662,7/3/2016 18:19,627,East of USA,Estados Unidos,Nueva York,ON_HOLD,New York City,10009.0,Second Class,2,98.27999878,377.980011,98.27999878,94001,1004,1,399.980011,22.0,0.059999999,0.25999999,399.980011,377.980011,1004,45,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,1
51457,1/21/2017 3:19,12120,Central America,El Salvador,San Salvador,PROCESSING,Ilopango,,Standard Class,4,-604.7700195,335.980011,-604.7700195,128611,1004,1,399.980011,64.0,0.159999996,-1.799999952,399.980011,335.980011,1004,45,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,0
35800,6/6/2016 13:59,5965,West of USA ,Estados Unidos,California,SUSPECTED_FRAUD,Los Angeles,90045.0,First Class,1,30.15999985,103.9899979,30.15999985,89403,403,1,129.9900055,26.0,0.200000003,0.289999992,129.9900055,103.9899979,403,18,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,0
57864,4/24/2017 15:59,8807,Central America,México,México,PENDING_PAYMENT,Tlalnepantla,,Standard Class,4,139.6399994,284.980011,139.6399994,144778,957,1,299.980011,15.0,0.050000001,0.49000001,299.980011,284.980011,957,43,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,1
27045,1/30/2016 18:43,4189,Eastern Asia,Japón,Osaka,COMPLETE,Hirakata,,Second Class,2,31.5,90.0,31.5,67763,502,2,50.0,10.0,0.100000001,0.349999994,100.0,90.0,502,24,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,1
56090,3/29/2017 18:28,2419,Central America,México,Baja California,COMPLETE,Mexicali,,Second Class,2,24.32999992,71.97000122,24.32999992,140260,778,3,24.98999977,3.0,0.039999999,0.340000004,74.97000122,71.97000122,778,35,Golf Gloves,Bag Boy Beverage Holder,24.98999977,0,1
46456,11/9/2016 3:15,9930,West Asia,Irak,Arbil,CLOSED,Arbil,,Same Day,0,11.76000023,117.5999985,11.76000023,116158,565,2,70.0,22.39999962,0.159999996,0.100000001,140.0,117.5999985,565,26,Girls' Apparel,adidas Youth Germany Black/Red Away Match Soc,70.0,0,0
36549,6/17/2016 12:23,8103,South of  USA ,Estados Unidos,Virginia,COMPLETE,Virginia Beach,23464.0,Standard Class,4,29.0,99.98999786,29.0,91244,191,1,99.98999786,0.0,0.0,0.289999992,99.98999786,99.98999786,191,9,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,1
7088,4/14/2015 10:53,6156,Caribbean,República Dominicana,Santo Domingo,ON_HOLD,Santo Domingo,,Standard Class,4,90.12999725,287.9700012,90.12999725,17752,191,3,99.98999786,12.0,0.039999999,0.310000002,299.9700012,287.9700012,191,9,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,0
19910,10/18/2015 15:00,6157,Northern Europe,Noruega,Hordaland,PENDING_PAYMENT,Bergen,,Same Day,0,-174.3500061,278.9500122,-174.3500061,49766,365,5,59.99000168,21.0,0.07,-0.629999995,299.9500122,278.9500122,365,17,Cleats,Perfect Fitness Perfect Rip Deck,59.99000168,0,1
19191,10/8/2015 3:06,7423,Western Europe,Países Bajos,Brabante Septentrional,CLOSED,Tilburg,,Standard Class,4,66.94999695,142.4400024,66.94999695,47939,1014,3,49.97999954,7.5,0.050000001,0.469999999,149.9400024,142.4400024,1014,46,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,49.97999954,0,0
40097,8/8/2016 7:24,2685,US Center ,Estados Unidos,Illinois,COMPLETE,Chicago,60623.0,Standard Class,4,-99.20999908,283.4500122,-99.20999908,100059,365,5,59.99000168,16.5,0.059999999,-0.349999994,299.9500122,283.4500122,365,17,Cleats,Perfect Fitness Perfect Rip Deck,59.99000168,0,0
16319,8/27/2015 4:55,3447,Southern Europe,Italia,Lacio,PENDING_PAYMENT,Rome,,Second Class,2,-133.8999939,223.1600037,-133.8999939,40739,365,4,59.99000168,16.79999924,0.07,-0.600000024,239.9600067,223.1600037,365,17,Cleats,Perfect Fitness Perfect Rip Deck,59.99000168,0,1
36960,6/23/2016 12:23,7383,East of USA,Estados Unidos,Ohio,PENDING_PAYMENT,Newark,43055.0,Standard Class,4,34.58000183,123.4899979,34.58000183,92241,403,1,129.9900055,6.5,0.050000001,0.280000001,129.9900055,123.4899979,403,18,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,1
46431,11/8/2016 18:29,6474,East Africa,Uganda,Kampala,COMPLETE,Kampala,,Standard Class,4,11.69999981,116.9899979,11.69999981,116092,403,1,129.9900055,13.0,0.100000001,0.100000001,129.9900055,116.9899979,403,18,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,0
41499,8/28/2016 18:35,1844,North Africa,Egipto,Alejandría,PROCESSING,Alexandria,,Second Class,2,81.83999634,371.980011,81.83999634,103584,1004,1,399.980011,28.0,0.07,0.219999999,399.980011,371.980011,1004,45,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,1
15307,8/12/2015 10:22,204,Western Europe,Alemania,Hamburgo,PAYMENT_REVIEW,Hamburgo,,Standard Class,4,67.58000183,199.9499969,67.58000183,38280,627,5,39.99000168,0.0,0.0,0.340000004,199.9499969,199.9499969,627,29,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,0
5460,3/21/2015 16:31,1981,South America,Perú,Ayacucho,PENDING_PAYMENT,Ayacucho,,Standard Class,4,-135.1199951,128.6900024,-135.1199951,13628,403,1,129.9900055,1.299999952,0.01,-1.049999952,129.9900055,128.6900024,403,18,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,1
73831,12/13/2017 17:56,17384,Eastern Asia,China,Jiangsu,COMPLETE,Yangzhou,,First Class,1,21.23999977,176.9700012,21.23999977,177146,1363,1,215.8200073,38.84999847,0.180000007,0.119999997,215.8200073,176.9700012,1363,76,Women's Clothing,Summer dresses,215.8200073,0,1
50220,1/3/2017 1:57,1560,Western Europe,Austria,Salzburgo,PENDING_PAYMENT,Salzburgo,,Standard Class,4,51.09999847,140.7599945,51.09999847,125520,627,4,39.99000168,19.20000076,0.119999997,0.360000014,159.9600067,140.7599945,627,29,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,1
53919,2/26/2017 1:52,10849,South America,Colombia,Bogotá,COMPLETE,Bogotá,,Standard Class,4,53.75999832,114.3899994,53.75999832,134815,403,1,129.9900055,15.60000038,0.119999997,0.469999999,129.9900055,114.3899994,403,18,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,1
42130,9/6/2016 23:39,11632,Central Asia,Kazajistán,Karagandá,COMPLETE,Temirtau,,Standard Class,4,18.45000076,245.9799957,18.45000076,105188,957,1,299.980011,54.0,0.180000007,0.079999998,299.980011,245.9799957,957,43,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,1
15219,8/11/2015 3:32,8048,Western Europe,Alemania,Berlín,ON_HOLD,Berlín,,Standard Class,4,86.38999939,269.980011,86.38999939,38061,957,1,299.980011,30.0,0.100000001,0.319999993,299.980011,269.980011,957,43,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,1
53839,2/24/2017 21:50,9741,Central America,México,Baja California,COMPLETE,Tijuana,,Standard Class,4,32.61999893,260.980011,32.61999893,134597,957,1,299.980011,39.0,0.129999995,0.129999995,299.980011,260.980011,957,43,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,1
51998,1/29/2017 0:51,7410,Central America,México,Puebla,PENDING,Puebla,,Standard Class,4,85.16999817,251.9700012,85.16999817,129923,191,3,99.98999786,48.0,0.159999996,0.340000004,299.9700012,251.9700012,191,9,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,0
42312,9/9/2016 15:25,1674,East Africa,Zimbabue,Harare,CANCELED,Harare,,Standard Class,4,46.56000137,97.0,46.56000137,105648,502,2,50.0,3.0,0.029999999,0.479999989,100.0,97.0,502,24,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,0
1839,1/27/2015 19:56,7190,South America,Argentina,Buenos Aires,CLOSED,Buenos Aires,,Standard Class,4,8.699999809,86.97000122,8.699999809,4598,1014,2,49.97999954,12.98999977,0.129999995,0.100000001,99.95999908,86.97000122,1014,46,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,49.97999954,0,1
47947,11/30/2016 21:37,1338,East Africa,Uganda,Kampala,CLOSED,Kampala,,Standard Class,4,10.30000019,116.9899979,10.30000019,119914,403,1,129.9900055,13.0,0.100000001,0.090000004,129.9900055,116.9899979,403,18,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,0
21794,11/15/2015 3:03,8273,Oceania,Australia,Nueva Gales del Sur,COMPLETE,Wollongong,,Standard Class,4,191.9900055,399.980011,191.9900055,54512,1004,1,399.980011,0.0,0.0,0.479999989,399.980011,399.980011,1004,45,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,1
28304,2/18/2016 3:48,11277,Eastern Asia,China,Jiangsu,PENDING_PAYMENT,Yancheng,,Standard Class,4,-18.07999992,159.9900055,-18.07999992,70818,1073,1,199.9900055,40.0,0.200000003,-0.109999999,199.9900055,159.9900055,1073,48,Water Sports,Pelican Sunstream 100 Kayak,199.9900055,0,1
40378,8/12/2016 9:51,7298,West of USA ,Estados Unidos,California,COMPLETE,Santa Ana,92704.0,Standard Class,4,7.800000191,97.48999786,7.800000191,100752,403,1,129.9900055,32.5,0.25,0.079999998,129.9900055,97.48999786,403,18,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,0
3555,2/21/2015 21:07,1482,Central America,Honduras,Francisco Morazán,PROCESSING,Tegucigalpa,,Standard Class,4,81.58999634,203.9700012,81.58999634,8847,365,4,59.99000168,35.99000168,0.150000006,0.400000006,239.9600067,203.9700012,365,17,Cleats,Perfect Fitness Perfect Rip Deck,59.99000168,0,1
5882,3/27/2015 20:22,4066,Central America,México,Puebla,PENDING_PAYMENT,Puebla,,Second Class,2,-21.69000053,99.95999908,-21.69000053,14630,1014,2,49.97999954,0.0,0.0,-0.219999999,99.95999908,99.95999908,1014,46,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,49.97999954,0,1
